DTXSID,PREFERREDNAME,CASRN,INCHIKEY,IUPACNAME,SMILES,INCHISTRING,MOLECULARFORMULA,AVERAGEMASS,MONOISOTOPICMASS,#ofSOURCES,#OFPUBMEDARTICLES,PUBCHEMDATASOURCES,CPDATCOUNT,QCLevel,#ToxCastActive,%ToxCastActive,TotalAssays,C,H,O,N,F,Cl,P,Br,I,S,V,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3020833,Methyl tert-butyl ether,1634-04-4,BZLVMXJERCGZMT-UHFFFAOYSA-N,2-Methoxy-2-methylpropane,COC(C)(C)C,"InChI=1S/C5H12O/c1-5(2,3)6-4/h1-4H3",C5H12O,88.15,88.088815,299,984,425,693,1,5/235,2.0,235,5,12,1,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID7021607,Hexanoic acid,142-62-1,FUZZWVXGSFPDMH-UHFFFAOYSA-N,Hexanoic acid,CCCCCC(O)=O,"InChI=1S/C6H12O2/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H,7,8)",C6H12O2,116.16,116.083730,255,185,220,2,1,31/869,4.0,869,6,12,2,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID9026841,Dihexyl hexanedioate,110-33-8,HHECSPXBQJHZAF-UHFFFAOYSA-N,Dihexyl hexanedioate,CCCCCCOC(=O)CCCCC(=O)OCCCCCC,"InChI=1S/C18H34O4/c1-3-5-7-11-15-21-17(19)13-9-10-14-18(20)22-16-12-8-6-4-2/h3-16H2,1-2H3",C18H34O4,314.466,314.245710,118,,57,1,1,9/646,1.0,646,18,34,4,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0063521,"Nonane, 1,9-dibromo-",4549-33-1,WGAXVZXBFBHLMC-UHFFFAOYSA-N,"1,9-Dibromononane",BrCCCCCCCCCBr,InChI=1S/C9H18Br2/c10-8-6-4-2-1-3-5-7-9-11/h1-9H2,C9H18Br2,286.051,283.977527,35,,97,,, ,,,9,18,,,,,,2,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID4044828,Ethyl undec-10-enoate,692-86-4,FXNFFCMITPHEIT-UHFFFAOYSA-N,Ethyl undec-10-enoate,CCOC(=O)CCCCCCCCC=C,"InChI=1S/C13H24O2/c1-3-5-6-7-8-9-10-11-12-13(14)15-4-2/h3H,1,4-12H2,2H3",C13H24O2,212.333,212.177630,126,,68,12,1,9/427,2.0,427,13,24,2,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID4061595,Methylenecyclohexane,1192-37-6,YULMNMJFAZWLLN-UHFFFAOYSA-N,Methylidenecyclohexane,C=C1CCCCC1,InChI=1S/C7H12/c1-7-5-3-2-4-6-7/h1-6H2,C7H12,96.173,96.093900,56,,171,,1, ,,,7,12,,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1026904,2-Butoxyethyl acetate,112-07-2,NQBXSWAWVZHKBZ-UHFFFAOYSA-N,2-Butoxyethyl acetate,CCCCOCCOC(C)=O,"InChI=1S/C8H16O3/c1-3-4-5-10-6-7-11-8(2)9/h3-7H2,1-2H3",C8H16O3,160.213,160.109944,217,,91,658,1,9/430,2.0,430,8,16,3,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID80871417,"2,3,3,5-Tetramethylhexane",52897-11-7,GCGFXFIPOBRMQT-UHFFFAOYSA-N,"2,3,3,5-Tetramethylhexane",CC(C)CC(C)(C)C(C)C,"InChI=1S/C10H22/c1-8(2)7-10(5,6)9(3)4/h8-9H,7H2,1-6H3",C10H22,142.286,142.172151,7,,16,,2, ,,,10,22,,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5059240,"Pyridine, 2-(phenylmethyl)-",101-82-6,PCFUWBOSXMKGIP-UHFFFAOYSA-N,2-Benzylpyridine,C(C1=CC=CC=C1)C1=CC=CC=N1,"InChI=1S/C12H11N/c1-2-6-11(7-3-1)10-12-8-4-5-9-13-12/h1-9H,10H2",C12H11N,169.227,169.089149,64,5,106,,, ,,,12,11,,1,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8073217,2-Methyl-2-pentene,625-27-4,JMMZCWZIJXAGKW-UHFFFAOYSA-N,2-Methylpent-2-ene,CCC=C(C)C,"InChI=1S/C6H12/c1-4-5-6(2)3/h5H,4H2,1-3H3",C6H12,84.162,84.093900,56,,77,,, ,,,6,12,,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID60142854,"2,4-Dimethylpenta-1,3-diene",1000-86-8,CMSUNVGIWAFNBG-UHFFFAOYSA-N,"2,4-Dimethylpenta-1,3-diene",CC(C)=CC(C)=C,"InChI=1S/C7H12/c1-6(2)5-7(3)4/h5H,1H2,2-4H3",C7H12,96.173,96.093900,35,,59,,, ,,,7,12,,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID90871261,"2,3-Dimethylhex-1-ene",16746-86-4,LVLXQRZPKUFJJQ-UHFFFAOYSA-N,"2,3-Dimethylhex-1-ene",CCCC(C)C(C)=C,"InChI=1/C8H16/c1-5-6-8(4)7(2)3/h8H,2,5-6H2,1,3-4H3",C8H16,112.216,112.125201,13,,40,,1, ,,,8,16,,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2044848,N-(Isobutoxymethyl)acrylamide,16669-59-3,KCTMTGOHHMRJHZ-UHFFFAOYSA-N,N-[(2-Methylpropoxy)methyl]prop-2-enamide,CC(C)COCNC(=O)C=C,"InChI=1S/C8H15NO2/c1-4-8(10)9-6-11-5-7(2)3/h4,7H,1,5-6H2,2-3H3,(H,9,10)",C8H15NO2,157.213,157.110279,80,,56,,1,5/400,1.0,400,8,15,2,1,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0073241,Dimethylaminoacetonitrile,926-64-7,PLXBWEPPAAQASG-UHFFFAOYSA-N,(Dimethylamino)acetonitrile,CN(C)CC#N,"InChI=1S/C4H8N2/c1-6(2)4-3-5/h4H2,1-2H3",C4H8N2,84.122,84.068748,45,,66,,, ,,,4,8,,2,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1061104,o-Chloroanisole,766-51-8,QGRPVMLBTFGQDQ-UHFFFAOYSA-N,1-Chloro-2-methoxybenzene,COC1=C(Cl)C=CC=C1,"InChI=1S/C7H7ClO/c1-9-7-5-3-2-4-6(7)8/h2-5H,1H3",C7H7ClO,142.58,142.018542,64,,122,,, ,,,7,7,1,,,1,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID40274046,2-Methyloctane-2-thiol,55646-15-6,MPBLPZLNKKGCGP-UHFFFAOYSA-N,2-Methyloctane-2-thiol,CCCCCCC(C)(C)S,"InChI=1S/C9H20S/c1-4-5-6-7-8-9(2,3)10/h10H,4-8H2,1-3H3",C9H20S,160.32,160.128572,24,,58,,1, ,,,9,20,,,,,,,,1,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0060852,"Butane, 1-(methylthio)-",628-29-5,WCXXISMIJBRDQK-UHFFFAOYSA-N,1-(Methylsulfanyl)butane,CCCCSC,"InChI=1S/C5H12S/c1-3-4-5-6-2/h3-5H2,1-2H3",C5H12S,104.21,104.065972,51,,75,,, ,,,5,12,,,,,,,,1,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0051499,4-Vinylpyridine,100-43-6,KFDVPJUYSDEJTH-UHFFFAOYSA-N,4-Ethenylpyridine,C=CC1=CC=NC=C1,"InChI=1S/C7H7N/c1-2-7-3-5-8-6-4-7/h2-6H,1H2",C7H7N,105.14,105.057849,142,251,118,1,1,45/278,16.0,278,7,7,,1,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID4021848,N-Ethyl-3-methylaniline,102-27-2,GUYMMHOQXYZMJQ-UHFFFAOYSA-N,N-Ethyl-3-methylaniline,CCNC1=CC(C)=CC=C1,"InChI=1S/C9H13N/c1-3-10-9-6-4-5-8(2)7-9/h4-7,10H,3H2,1-2H3",C9H13N,135.21,135.104799,119,,104,,1,11/859,1.0,859,9,13,,1,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID9052557,3-Methylbut-3-en-2-one,814-78-8,ZGHFDIIVVIFNPS-UHFFFAOYSA-N,3-Methylbut-3-en-2-one,CC(=C)C(C)=O,"InChI=1S/C5H8O/c1-4(2)5(3)6/h1H2,2-3H3",C5H8O,84.118,84.057515,97,,80,,1, ,,,5,8,1,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID00184713,Propyl decanoate,30673-60-0,OVFMRFMJVFDSAA-UHFFFAOYSA-N,Propyl decanoate,CCCCCCCCCC(=O)OCCC,"InChI=1S/C13H26O2/c1-3-5-6-7-8-9-10-11-13(14)15-12-4-2/h3-12H2,1-2H3",C13H26O2,214.349,214.193280,38,,43,,, ,,,13,26,2,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6024886,Cyclopentane,287-92-3,RGSFGYAAUTVSQA-UHFFFAOYSA-N,Cyclopentane,C1CCCC1,InChI=1S/C5H10/c1-2-4-5-3-1/h1-5H2,C5H10,70.135,70.078250,186,7670,237,111,1,1/235,0.0,235,5,10,,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID10870650,1-Bromo-1-chloroethane,593-96-4,QMSVNDSDEZTYAS-UHFFFAOYSA-N,1-Bromo-1-chloroethane,CC(Cl)Br,"InChI=1/C2H4BrCl/c1-2(3)4/h2H,1H3",C2H4BrCl,143.41,141.918491,20,,50,,1, ,,,2,4,,,,1,,1,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID9044746,Propan-2-yl benzoate,939-48-0,FEXQDZTYJVXMOS-UHFFFAOYSA-N,Propan-2-yl benzoate,CC(C)OC(=O)C1=CC=CC=C1,"InChI=1S/C10H12O2/c1-8(2)12-10(11)9-6-4-3-5-7-9/h3-8H,1-2H3",C10H12O2,164.204,164.083730,134,,86,,1,0/403,0.0,403,10,12,2,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6024836,"3,7-Dimethyl-2,6-octadienal",5392-40-5,WTEVQBCEXWBHNA-UHFFFAOYSA-N,"3,7-Dimethylocta-2,6-dienal",CC(C)=CCCC(C)=CC=O,"InChI=1S/C10H16O/c1-9(2)5-4-6-10(3)7-8-11/h5,7-8H,4,6H2,1-3H3",C10H16O,152.237,152.120115,290,373,53,349,1,51/937,5.0,937,10,16,1,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID9020663,Glycerol,56-81-5,PEDCQBHIVMGVHV-UHFFFAOYSA-N,"Propane-1,2,3-triol",OCC(O)CO,"InChI=1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2",C3H8O3,92.094,92.047344,409,22925,18084,2849,1,25/949,3.0,949,3,8,3,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1026796,1-Methoxy-2-propyl acetate,108-65-6,LLHKCFNBLRBOGN-UHFFFAOYSA-N,1-Methoxypropan-2-yl acetate,COCC(C)OC(C)=O,"InChI=1S/C6H12O3/c1-5(4-8-3)9-6(2)7/h5H,4H2,1-3H3",C6H12O3,132.159,132.078644,252,6,97,4775,1,5/235,2.0,235,6,12,3,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID101030360,Heptyl 3-propoxypropanoate,14144-45-7,DIUSZJDDLQRTSC-UHFFFAOYSA-N,,CCCCCCCOC(=O)CCOCCC,"InChI=1S/C13H26O3/c1-3-5-6-7-8-11-16-13(14)9-12-15-10-4-2/h3-12H2,1-2H3",C13H26O3,230.348,230.188195,1,,,,2, ,,,13,26,3,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID9074854,Cyclopropyl methyl ketone,765-43-5,HVCFCNAITDHQFX-UHFFFAOYSA-N,1-Cyclopropylethan-1-one,CC(=O)C1CC1,"InChI=1S/C5H8O/c1-4(6)5-2-3-5/h5H,2-3H2,1H3",C5H8O,84.118,84.057515,62,,137,,, ,,,5,8,1,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID70171978,"1,2,3-Trichloro-2-methylpropane",1871-58-5,XMCSILBVFPYTLC-UHFFFAOYSA-N,"1,2,3-Trichloro-2-methylpropane",CC(Cl)(CCl)CCl,"InChI=1S/C4H7Cl3/c1-4(7,2-5)3-6/h2-3H2,1H3",C4H7Cl3,161.45,159.961333,21,,37,,, ,,,4,7,,,,3,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID60926914,2-(Diethylamino)ethyl ethyl butyl(ethyl)propanedioate,13080-06-3,CQXNKORKKPMCPE-UHFFFAOYSA-N,2-(Diethylamino)ethyl ethyl butyl(ethyl)propanedioatato,CCCCC(CC)(C(=O)OCC)C(=O)OCCN(CC)CC,"InChI=1S/C17H33NO4/c1-6-11-12-17(7-2,15(19)21-10-5)16(20)22-14-13-18(8-3)9-4/h6-14H2,1-5H3",C17H33NO4,315.454,315.240959,9,,10,,, ,,,17,33,4,1,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3038725,1-Bromotetradecane,112-71-0,KOFZTCSTGIWCQG-UHFFFAOYSA-N,1-Bromotetradecane,CCCCCCCCCCCCCCBr,"InChI=1S/C14H29Br/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15/h2-14H2,1H3",C14H29Br,277.29,276.145264,94,,109,1,1,1/235,0.0,235,14,29,,,,,,1,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6025018,Dicyclohexylamine,101-83-7,XBPCUCUWBYBCDP-UHFFFAOYSA-N,N-Cyclohexylcyclohexanamine,C1CCC(CC1)NC1CCCCC1,"InChI=1S/C12H23N/c1-3-7-11(8-4-1)13-12-9-5-2-6-10-12/h11-13H,1-10H2",C12H23N,181.323,181.183050,182,47,140,2,1,12/454,3.0,454,12,23,,1,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID501032201,Phenylpropylene oxide,4436-24-2,JFDMLXYWGLECEY-UHFFFAOYNA-N,,C(C1CO1)C1=CC=CC=C1,"InChI=1/C9H10O/c1-2-4-8(5-3-1)6-9-7-10-9/h1-5,9H,6-7H2",C9H10O,134.178,134.073165,10,,,,1, ,,,9,10,1,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID50235603,"1,1,1,2,2,3,4,4,5,5,5-Undecafluoro-3-(trifluoromethyl)pentane",865-71-4,GXSFAIDPYIEIEF-UHFFFAOYSA-N,"1,1,1,2,2,3,4,4,5,5,5-Undecafluoro-3-(trifluoromethyl)pentane",FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,"InChI=1S/C6F14/c7-1(4(12,13)14,2(8,9)5(15,16)17)3(10,11)6(18,19)20",C6F14,338.044,337.977644,43,,21,,, ,,,6,,,,14,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5064049,"Octane, 3-ethyl-",5881-17-4,OEYGTUAKNZFCDJ-UHFFFAOYSA-N,3-Ethyloctane,CCCCCC(CC)CC,"InChI=1S/C10H22/c1-4-7-8-9-10(5-2)6-3/h10H,4-9H2,1-3H3",C10H22,142.286,142.172151,33,,48,,, ,,,10,22,,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID00333744,5-Phenyl-1-pentene,1075-74-7,RURREWSZSUQSNB-UHFFFAOYSA-N,(Pent-4-en-1-yl)benzene,C=CCCCC1=CC=CC=C1,"InChI=1S/C11H14/c1-2-3-5-8-11-9-6-4-7-10-11/h2,4,6-7,9-10H,1,3,5,8H2",C11H14,146.233,146.109550,9,,39,,5, ,,,11,14,,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID70949018,2-[(Oxiran-2-yl)methoxy]furan,26130-15-4,RNMHNKUEFKIYQW-UHFFFAOYSA-N,2-[(Oxiran-2-yl)methoxy]furan,C(OC1=CC=CO1)C1CO1,"InChI=1/C7H8O3/c1-2-7(8-3-1)10-5-6-4-9-6/h1-3,6H,4-5H2",C7H8O3,140.138,140.047344,13,,17,,2, ,,,7,8,3,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID7058620,6-Methyltridecane,13287-21-3,SOMJQWRITYTQJL-UHFFFAOYSA-N,6-Methyltridecane,CCCCCCCC(C)CCCCC,"InChI=1S/C14H30/c1-4-6-8-9-11-13-14(3)12-10-7-5-2/h14H,4-13H2,1-3H3",C14H30,198.394,198.234751,15,,28,,2, ,,,14,30,,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID9060289,"Benzene, 2-bromo-1,4-dimethyl-",553-94-6,QXISTPDUYKNPLU-UHFFFAOYSA-N,"2-Bromo-1,4-dimethylbenzene",CC1=CC(Br)=C(C)C=C1,"InChI=1S/C8H9Br/c1-6-3-4-7(2)8(9)5-6/h3-5H,1-2H3",C8H9Br,185.064,183.988763,42,,133,,, ,,,8,9,,,,,,1,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID7060253,"Butanoic acid, 3-oxo-, 1-methylethyl ester",542-08-5,GVIIRWAJDFKJMJ-UHFFFAOYSA-N,Propan-2-yl 3-oxobutanoate,CC(C)OC(=O)CC(C)=O,"InChI=1S/C7H12O3/c1-5(2)10-7(9)4-6(3)8/h5H,4H2,1-3H3",C7H12O3,144.17,144.078644,59,,81,,, ,,,7,12,3,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID9020665,Glycidaldehyde,765-34-4,IWYRWIUNAVNFPE-UHFFFAOYSA-N,Oxirane-2-carbaldehyde,O=CC1CO1,"InChI=1S/C3H4O2/c4-1-3-2-5-3/h1,3H,2H2",C3H4O2,72.063,72.021129,81,21,52,,1, ,,,3,4,2,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1021950,"2,2,2-Trichloroethanol",115-20-8,KPWDGTGXUYRARH-UHFFFAOYSA-N,"2,2,2-Trichloroethan-1-ol",OCC(Cl)(Cl)Cl,"InChI=1S/C2H3Cl3O/c3-2(4,5)1-6/h6H,1H2",C2H3Cl3O,149.4,147.924948,103,157,123,,1, ,,,2,3,1,,,3,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID30872055,Methyl 1-hexyl-5-oxopyrrolidine-3-carboxylate,71548-53-3,GJHNTLQYACBIND-UHFFFAOYSA-N,Methyl 1-hexyl-5-oxopyrrolidine-3-carboxylate,CCCCCCN1CC(CC1=O)C(=O)OC,"InChI=1/C12H21NO3/c1-3-4-5-6-7-13-9-10(8-11(13)14)12(15)16-2/h10H,3-9H2,1-2H3",C12H21NO3,227.304,227.152144,17,,17,,1, ,,,12,21,3,1,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5020520,"2,2-Dimethylvinyl chloride",513-37-1,KWISWUFGPUHDRY-UHFFFAOYSA-N,1-Chloro-2-methylprop-1-ene,CC(C)=CCl,"InChI=1S/C4H7Cl/c1-4(2)3-5/h3H,1-2H3",C4H7Cl,90.55,90.023628,117,9,61,,1,8/403,2.0,403,4,7,,,,1,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID60871415,"2,2,3,5-Tetramethylhexane",52897-09-3,GCFKTDRTZYDRBI-UHFFFAOYSA-N,"2,2,3,5-Tetramethylhexane",CC(C)CC(C)C(C)(C)C,"InChI=1/C10H22/c1-8(2)7-9(3)10(4,5)6/h8-9H,7H2,1-6H3",C10H22,142.286,142.172151,8,,18,,2, ,,,10,22,,,,,,,,,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID601031701,"(Z)-1,2-dibromobut-1-ene",55030-56-3,QIJZNDSLUNIYAD-ARJAWSKDSA-N,,CC\C(Br)=C\Br,"InChI=1S/C4H6Br2/c1-2-4(6)3-5/h3H,2H2,1H3/b4-3-",C4H6Br2,213.9,211.883626,4,,,,2, ,,,4,6,,,,,,2,,,,
